location_from,location_to,classification_from,classification_to,comment,skos_uri
GD,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
GP,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
GU,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
GT,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
GG,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
GN,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
GW,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
GY,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
HT,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
HM,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
HN,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
HK,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
HU,HU,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IS,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IN,IN,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ID,ID,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IR,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IQ,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IE,IE,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IM,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IL,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
IT,IT,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JM,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
JP,JP,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JE,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
JO,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KZ,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KE,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KI,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
XK,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KW,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KG,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LA,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LV,LV,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LB,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LS,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LR,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LY,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LI,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LT,LT,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LU,LU,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MO,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MK,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MG,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MW,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MY,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MV,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ML,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MT,MT,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MH,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MQ,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MR,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MU,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
YT,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MX,MX,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FM,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MD,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MC,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MN,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ME,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MS,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MA,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MZ,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MM,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NA,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NR,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NP,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NL,NL,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NC,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NZ,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NI,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NE,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NG,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NU,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NF,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KP,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MP,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
NO,NO,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
OM,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PK,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PW,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PS,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PA,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PG,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PY,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PE,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PH,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PN,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PL,PL,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PT,PT,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PR,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
QA,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
RE,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
RO,RO,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RU,RU,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RW,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
MF,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
WS,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SM,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ST,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SA,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SN,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
RS,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SC,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SL,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SG,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SX,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SK,SK,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SI,SI,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SB,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SO,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ZA,ZA,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GS,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KR,KR,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SS,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ES,ES,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LK,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
BL,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SH,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
KN,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
LC,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
PM,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
VC,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SD,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SR,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SJ,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
SE,SE,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CH,CH,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SY,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TW,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TJ,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TZ,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TH,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TL,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TG,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TK,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TO,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TT,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TN,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TR,TR,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TM,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TC,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
TV,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
UG,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
UA,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
AE,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
GB,GB,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
US,US,bonsai,bonsut,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UM,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
VI,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
UY,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
UZ,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
VU,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
VA,WE,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
VE,WL,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
VN,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
WF,WA,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
EH,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
YE,WM,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ZM,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ZW,WF,bonsai,bonsut,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
