location_from,location_to,classification_from,classification_to,comment,skos_uri
CU,CU,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CW,CW,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CY,CY,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CZ,CZ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DK,DK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DJ,DJ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DM,DM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DO,DO,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EC,EC,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EG,EG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SV,SV,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GQ,GQ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ER,ER,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EE,EE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SZ,SZ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ET,ET,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FK,FK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FO,FO,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FJ,FJ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FI,FI,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FR,FR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GF,GF,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PF,PF,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TF,TF,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GA,GA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GM,GM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GE,GE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DE,DE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GH,GH,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GI,GI,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GR,GR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GL,GL,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GD,GD,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GP,GP,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GU,GU,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GT,GT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GG,GG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GN,GN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GW,GW,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GY,GY,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HT,HT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HM,HM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VA,VA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HN,HN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HK,HK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HU,HU,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IS,IS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IN,IN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ID,ID,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
XZ,XZ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IR,IR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IQ,IQ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IE,IE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IM,IM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IL,IL,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IT,IT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JM,JM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JP,JP,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JE,JE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JO,JO,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KZ,KZ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KE,KE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KI,KI,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KP,KP,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KR,KR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KW,KW,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KG,KG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LA,LA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LV,LV,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LB,LB,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LS,LS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LR,LR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LY,LY,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LI,LI,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LT,LT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LU,LU,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MO,MO,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MG,MG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MW,MW,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MY,MY,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MV,MV,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ML,ML,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MT,MT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MH,MH,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MQ,MQ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MR,MR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MU,MU,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
YT,YT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MX,MX,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FM,FM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MD,MD,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MC,MC,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MN,MN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ME,ME,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MS,MS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MA,MA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MZ,MZ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MM,MM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NA,NA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NR,NR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NP,NP,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NL,NL,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NC,NC,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NZ,NZ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NI,NI,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NE,NE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NG,NG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NU,NU,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NF,NF,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MK,MK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MP,MP,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NO,NO,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
OM,OM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PK,PK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PW,PW,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PS,PS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PA,PA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PG,PG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PY,PY,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PE,PE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PH,PH,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PN,PN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PL,PL,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PT,PT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PR,PR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
QA,QA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RE,RE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RO,RO,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RU,RU,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RW,RW,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BL,BL,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SH,SH,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KN,KN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LC,LC,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MF,MF,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PM,PM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VC,VC,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
WS,WS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SM,SM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ST,ST,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SA,SA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SN,SN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RS,RS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SC,SC,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SL,SL,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SG,SG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SX,SX,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SK,SK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SI,SI,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SB,SB,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SO,SO,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ZA,ZA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GS,GS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SS,SS,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ES,ES,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LK,LK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SD,SD,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SR,SR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SJ,SJ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SE,SE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CH,CH,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SY,SY,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TW,TW,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TJ,TJ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TZ,TZ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TH,TH,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TL,TL,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TG,TG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TK,TK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TO,TO,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TT,TT,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TN,TN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TR,TR,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TM,TM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TC,TC,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TV,TV,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UG,UG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UA,UA,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AE,AE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GB,GB,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
US,US,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UM,UM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UY,UY,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UZ,UZ,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VU,VU,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VE,VE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VN,VN,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VG,VG,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VI,VI,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
WF,WF,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EH,EH,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
XK,XK,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
YE,YE,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ZM,ZM,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ZW,ZW,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Central Asia,Central Asia,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Eastern Asia,Eastern Asia,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
South-Eastern Asia,South-Eastern Asia,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Southern Asia,Southern Asia,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Western Asia,Western Asia,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Northern Africa,Northern Africa,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Eastern Africa,Eastern Africa,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Middle Africa,Middle Africa,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Southern Africa,Southern Africa,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Western Africa,Western Africa,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Eastern Europe,Eastern Europe,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Northern Europe,Northern Europe,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Southern Europe,Southern Europe,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Western Europe,Western Europe,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Caribbean,Caribbean,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Central America,Central America,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
South America,South America,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Northern America,Northern America,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
Australia and New Zealand,Australia and New Zealand,ipcc,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
