location_from,location_to,classification_from,classification_to,comment,skos_uri
HR,191,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CU,192,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CW,531,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CY,196,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CZ,203,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DK,208,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DJ,262,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DM,212,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DO,214,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EC,218,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EG,818,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SV,222,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GQ,226,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ER,232,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
EE,233,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SZ,748,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ET,231,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FK,238,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FO,234,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FJ,242,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FI,246,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FR,250,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GF,254,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PF,258,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TF,260,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GA,266,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GM,270,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GE,268,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
DE,276,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GH,288,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GI,292,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GR,300,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GL,304,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GD,308,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GP,312,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GU,316,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GT,320,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GG,831,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GN,324,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GW,624,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GY,328,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HT,332,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HM,334,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VA,336,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HN,340,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HK,344,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
HU,348,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IS,352,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IN,356,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ID,360,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IR,364,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IQ,368,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IE,372,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IM,833,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IL,376,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
IT,380,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JM,388,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JP,392,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JE,832,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
JO,400,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KZ,398,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KE,404,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KI,296,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KP,408,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KR,410,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KW,414,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KG,417,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LA,418,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LV,428,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LB,422,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LS,426,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LR,430,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LY,434,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LI,438,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LT,440,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LU,442,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MO,446,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MG,450,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MW,454,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MY,458,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MV,462,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ML,466,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MT,470,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MH,584,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MQ,474,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MR,478,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MU,480,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
YT,175,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MX,484,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
FM,583,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MD,498,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MC,492,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MN,496,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ME,499,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MS,500,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MA,504,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MZ,508,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MM,104,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NA,516,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NR,520,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NP,524,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NL,528,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NC,540,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NZ,554,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NI,558,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NE,562,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NG,566,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NU,570,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NF,574,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MK,807,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MP,580,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
NO,578,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
OM,512,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PK,586,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PW,585,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PS,275,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PA,591,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PG,598,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PY,600,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PE,604,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PH,608,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PN,612,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PL,616,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PT,620,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PR,630,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
QA,634,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RE,638,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RO,642,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RU,643,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RW,646,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
BL,652,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SH,654,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
KN,659,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LC,662,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
MF,663,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
PM,666,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VC,670,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
WS,882,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SM,674,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ST,678,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SA,682,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SN,686,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
RS,688,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SC,690,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SL,694,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SG,702,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SX,534,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SK,703,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SI,705,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SB,090,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SO,706,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ZA,710,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GS,239,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SS,728,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ES,724,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
LK,144,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SD,729,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SR,740,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SJ,744,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SE,752,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
CH,756,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
SY,760,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TW,158,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TJ,762,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TZ,834,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TH,764,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TL,626,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TG,768,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TK,772,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TO,776,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TT,780,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TN,788,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TR,792,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TM,795,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TC,796,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
TV,798,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UG,800,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UA,804,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
AE,784,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
GB,826,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
US,840,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UM,581,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UY,858,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
UZ,860,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VU,548,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VE,862,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VN,704,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VG,092,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
VI,850,bonsai,iso_3166_1_numeric,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
