activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,comment,skos_uri
ai_1920_21,fi_3334_2,INDPROD,OTHKERO,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_14,fi_33360,INDPROD,NONBIODIES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_15,fi_33370_2,INDPROD,RESFUEL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_12,fi_33330,INDPROD,NAPHTHA,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_13,fi_33350,INDPROD,WHITESP,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_5,fi_33380,INDPROD,LUBRIC,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_18,fi_33500_1,INDPROD,BITUMEN,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_23,fi_33500_3,INDPROD,PARWAX,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_19,fi_33500_2,INDPROD,PETCOKE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_20,fi_33500_4,INDPROD,ONONSPEC,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
A_industrial_waste,fi_39950,INDPROD,INDWASTE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
at_3821_85,fi_39910_2,INDPROD,MUNWASTER,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
at_3821_84,fi_39910_1,INDPROD,MUNWASTEN,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_16,fi_31,INDPROD,PRIMSBIO,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_3,fi_17200_4,INDPROD,BIOGASES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1920_2,fi_3331_3,INDPROD,BIOGASOL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_1,fi_35491,INDPROD,BIODIESEL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_1,fi_35491,INDPROD,BIOJETKERO,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920_2,fi_3331_3,INDPROD,OBIOLIQ,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_0220_2,fi_34510,INDPROD,CHARCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3530_1,fi_1730,INDPROD,SOLARTH,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3510,fi_17100,INDPROD,ELECTR,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3530_1,fi_1730,INDPROD,HEAT,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
oa_imp,,IMPORTS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
oa_exp,,EXPORTS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ast,,STOCKCHA,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11010_1,,ANTCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11010_3,,COKCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11010_2,,BITCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11030_2,,SUBCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11030_1,,LIGNITE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11020,,PATFUEL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33100,,OVENCOKE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_2,,GASCOKE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33200,,COALTAR,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11040,,BKB,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_17200_3,,GASWKSGS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_1,,COKEOVGS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17200_1,,BLFURGS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17200_2,,OGASES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11050,,PEAT,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_11040,,PEATPROD,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_1201,,OILSHALE,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_2711_21,,NATGAS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_1201,,CRUDEOIL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_2711_11,,NGL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33370_1,,REFFEEDS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_35430,,ADDITIVE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17200_5,,NONCRUDE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_4,,REFINGAS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_5,,ETHANE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33429_3,,LPG,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3331_1,,NONBIOGASO,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3331_2,,AVGAS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33320,,JETGAS,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3334_1,,NONBIOJETK,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3334_2,,OTHKERO,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33360,,NONBIODIES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33370_2,,RESFUEL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33330,,NAPHTHA,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33350,,WHITESP,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33380,,LUBRIC,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33500_1,,BITUMEN,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33500_3,,PARWAX,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33500_2,,PETCOKE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_33500_4,,ONONSPEC,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_39950,,INDWASTE,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_39910_2,,MUNWASTER,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_39910_1,,MUNWASTEN,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_31,,PRIMSBIO,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17200_4,,BIOGASES,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3331_3,,BIOGASOL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_35491,,BIODIESEL,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_35491,,BIOJETKERO,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_3331_3,,OBIOLIQ,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_34510,,CHARCOAL,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_1730,,SOLARTH,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_17100,,ELECTR,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_1730,,HEAT,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
oa_loss,,DISTLOSS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
oa_transfer,,TRANSFER,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2815_2,,THEAT,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2815_3,,TBOILER,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3510_21,,TELE,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_2410,,TBLASTFUR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_2,,TGASWKS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,TCOKEOVS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,TPATFUEL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,TBKB,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920,,TREFINER,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_petrochem,,TPETCHEM,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910,,TCOALLIQ,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2011_07_01,,TGTL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_2,,TBLENDGAS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,TCHARCOAL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
A_NS_transf,,TNONSPEC,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_05,,EMINES,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_0610_1,,EOILGASEX,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2410,,EBLASTFUR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_2,,EGASWKS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3520_4,,EBIOGAS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910,,ECOKEOVS,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,EPATFUEL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1920,,EREFINER,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_1910,,ECOALLIQ,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2011_07_01,,ELNG,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2011_07_01,,EGTL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_3510_7,,EPUMPST,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_3510_12,,ENUC,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_1910,,ECHARCOAL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
A_NS_energy,,ENONSPEC,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
X_mine,,MINING,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_f,,CONSTRUC,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2410,,IRONSTL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_chemicals,,CHEMICAL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_non_ferrous,,NONFERR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_non_metallic,,NONMET,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_motor,,TRANSEQ,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_machinery,,MACHINE,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_food,,FOODPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_paper,,PAPERPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_16,,WOODPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_textile,,TEXTILES,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_other,,INONSPEC,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_51,,WORLDLAV,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_51,,DOMESAIR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_492,,ROAD,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_491,,RAIL,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_4930,,PIPELINE,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_501,,WORLDMAR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_501,,DOMESNAV,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
A_NS_transp,,TRNONSPE,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
X_commercial,,COMMPUB,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
X_agriculture,,AGRICULT,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_03,,FISHING,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
F_HOUS,,ONONSPEC,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_f,,NECONSTRUC,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_mine,,NEMINING,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_2410,,NEIRONSTL,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_chemicals,,NECHEM,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_non_ferrous,,NENONFERR,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_non_metallic,,NENONMET,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_motor,,NETRANSEQ,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_machinery,,NEMACHINE,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_food,,NEFOODPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_paper,,NEPAPERPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
ai_16,,NEWOODPRO,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_textile,,NETEXTILES,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_other,,NEINONSPEC,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
X_transport,,NETRANS,,bonsai,iea_energy_balance,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
X_other,,NEOTHER,,bonsai,iea_energy_balance,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
