name,schema_name,location,created_by,data_version,url,comment
tree_baci,FlowObject,tree_baci.csv,Albert K. Osei-Owusu,v1.0.0,,
tree_cpa_2_1_lvl2,FlowObject,tree_cpa_2_1_lvl2.csv,Sander van Nielen,v1.0.0,https://ec.europa.eu/eurostat/web/cpa/overview,The statistical classification of products by activity (CPA) - level 2 only
tree_cpa_2_1,FlowObject,tree_cpa_2_1.csv,Maik Budzinski,v1.0.0,https://ec.europa.eu/eurostat/web/cpa/overview,The statistical classification of products by activity (CPA)
tree_cpa_2008,FlowObject,tree_cpa_2008.csv,Sander van Nielen,v1.0.0,https://ec.europa.eu/eurostat/web/cpa/overview,The statistical classification of products by activity (CPA)
tree_eb02,FlowObject,tree_eb02.csv,Albert K. Osei-Owusu,v1.0.0,https://unstats.un.org/unsd/classifications/Econ/cpc,UN Extended Balance of Payments Classification (EB02)
tree_eb10,FlowObject,tree_eb10.csv,Albert K. Osei-Owusu,v1.0.0,https://unstats.un.org/unsd/classifications/Econ/cpc,UN Extended Balance of Payments Classification (EB10)
tree_eb10s,FlowObject,tree_eb10s.csv,Albert K. Osei-Owusu,v1.0.0,https://unstats.un.org/unsd/classifications/Econ/cpc,UN Extended Balance of Payments Classification (EB10S)
tree_ebops,FlowObject,tree_ebops.csv,Albert K. Osei-Owusu,v1.0.0,https://unstats.un.org/unsd/classifications/Econ/cpc,UN Extended Balance of Payments Classification (EBOPS)
tree_faostat,FlowObject,tree_faostat.csv,Mathieu Delpierre,v1.0.0,,
tree_japan_sut,FlowObject,tree_japan_sut.csv,Sander van Nielen,v1.0.0,,
tree_usgs,FlowObject,tree_usgs.csv,Mathieu Delpierre,v1.0.0,,
conc_bonsai_cpc_2_1,FlowObjectCorrespondence,conc_bonsai_cpc_2_1.csv,Maik Budzinski,v1.0.0,,concordance between Bonsai master and cpc 2.1
conc_bonsai_prodcom_sold_2_0,FlowObjectCorrespondence,conc_bonsai_prodcom_sold_2_0.csv,Albert K. Osei-Owusu,v1.0.0,,concordance between Bonsai master and prodcom sold 2.0
conc_bonsai_cpa_2_1,FlowObjectCorrespondence,conc_bonsai_cpa_2_1.csv,Maik Budzinski,v1.0.0,,concordance between Bonsai master and cpa 2.1
conc_bonsai_ecoinvent_v3_6,FlowObjectCorrespondence,conc_bonsai_ecoinvent_v3_6.csv,Maik Budzinski,v1.0.0,,concordance between Bonsai master and ecoinvent v3.6
conc_bonsai_eb02,FlowObjectCorrespondence,conc_bonsai_eb02.csv,Albert K. Osei-Owusu,v1.0.0,,concordance between Bonsai master and UN Extended Balance of Payments Classification (EBOPS - 02)
conc_bonsai_eb10,FlowObjectCorrespondence,conc_bonsai_eb10.csv,Albert K. Osei-Owusu,v1.0.0,,concordance between Bonsai master and UN Extended Balance of Payments Classification (EBOPS - 10)
conc_bonsai_eb10s,FlowObjectCorrespondence,conc_bonsai_eb10s.csv,Albert K. Osei-Owusu,v1.0.0,,concordance between Bonsai master and UN Extended Balance of Payments Classification (EBOPS - 10S)
conc_bonsai_faostat,FlowObjectCorrespondence,conc_bonsai_faostat.csv,Mathieu Delpierre,v1.0.0,,concordance between Bonsai master and faostat
conc_bonsai_prodcom_total_2_0,FlowObjectCorrespondence,conc_bonsai_prodcom_total_2_0.csv,Albert K. Osei-Owusu,v1.0.0,,concordance between Bonsai master and prodcom total 2.0
conc_bonsai_undata_ics,FlowObjectCorrespondence,conc_bonsai_undata_ics.csv,Albert K. Osei-Owusu,v1.0.0,,concocordance table to map to Bonsai codes to undata industrial commodity statistics codes (similar to CPC)
conc_bonsai_unfccc_prodvol,FlowObjectCorrespondence,conc_bonsai_unfccc_prodvol.csv,Albert K. Osei-Owusu,v1.0.0,https://zenodo.org/records/12664477,concordance between Bonsai master and unfccc production activity data classification (CRF)
conc_bonsai_usgs,FlowObjectCorrespondence,conc_bonsai_usgs.csv,Mathieu Delpierre,v1.0.0,,concordance between Bonsai master and usgs
conc_cpa_2_1_lvl2_bonsai,FlowObjectCorrespondence,conc_cpa_2_1_lvl2_bonsai.csv,"Sander van Nielen, Albert K. Osei-Owusu",v1.0.0,,concordance between cpa 2.1 (level 2) and Bonsai master
conc_cpa_2008_bonsai,FlowObjectCorrespondence,conc_cpa_2008_bonsai.csv,Sander van Nielen,v1.0.0,,concordance between cpa 2008 and Bonsai master
conc_bonsut_bonsai,FlowObjectCorrespondence,conc_bonsut_bonsai.csv,Maik Budzinski,v1.0.0,,concordance between Bonsai SUT code and Bonsai workflow codes for flowobjects
tree_bea_prod,FlowObject,tree_bea_prod.csv,Sander van Nielen,v1.0.0,,BEA codes are used in the US MSUT
conc_bea_prod_bonsai,FlowObjectCorrespondence,conc_bea_prod_bonsai.csv,Sander van Nielen,v1.0.0,,BEA codes are used in the US MSUT
conc_bonsut_hexio_v_3_3_18,FlowObjectCorrespondence,conc_bonsut_hexio_v_3_3_18.csv,Maik Budzinski,v1.0.0,,concordance between Bonsai SUT code and hybrid exiobase v.3.3.18 codes for flowobjects
tree_fao,FlowObject,tree_fao.csv,Sander van Nielen,v1.0.0,hybrid_sut,Names of crops and livestock (for legacy reasons)
tree_fcl,FlowObject,tree_fcl.csv,Sander van Nielen,v1.0.0,https://www.fao.org/statistics/methods-and-standards/agriculture/en,FAO classification of Crops and Livestock (FCL)
conc_fao_bonsut,FlowObjectCorrespondence,conc_fao_bonsut.csv,Sander van Nielen,v1.0.0,,FAO names to Bonsut (for legacy reasons)
conc_fcl_bonsai,FlowObjectCorrespondence,conc_fcl_bonsai.csv,Sander van Nielen,v1.0.0,https://www.fao.org/statistics/methods-and-standards/agriculture/en,FAO Crops and Livestock (FCL) to Bonsai
conc_fcl_cpc_2_1,FlowObjectCorrespondence,conc_fcl_cpc_2_1.csv,Sander van Nielen,v1.0.0,https://www.fao.org/statistics/methods-and-standards/agriculture/en,FAO Crops and Livestock (FCL) to CPC
conc_fcl_bonsut,FlowObjectCorrespondence,conc_fcl_bonsut.csv,Sander van Nielen,v1.0.0,https://www.fao.org/statistics/methods-and-standards/agriculture/en,FAO Crops and Livestock (FCL) to Bonsut
tree_ipcc,FlowObject,tree_ipcc.csv,Maik Buzinski,v1.0.0,https://gitlab.com/bonsamurais/bonsai/util/ipcc/-/tree/main/src/bonsai_ipcc/data?ref_type=heads,Flow Objects used in the bonsai-ipcc python package
conc_ipcc_bonsai,FlowObjectCorrespondence,conc_ipcc_bonsai.csv,Maik Budzinski,v1.0.0,,correspondence between ipcc codes and bonsi codes for flowobjects
