name,schema_name,created_by,data_version,location,url,comment
dim_bonsai,Unit,"Maik Budzinski,Bertram F. de Boer",v1.0.0,dim_bonsai.csv,https://www.six-group.com/en/products-services/financial-information/data-standards.html,Currency codes according to ISO4217 used in BONSAI
fact_currency_per_usd,Currency,Maik Budzinski,v1.0.0,fact_currency_per_usd.csv,https://data.bis.org/topics/XRU/data?data_view=table&rows=REF_AREA%7CCURRENCY&cols=TIME_PERIOD&filter=TIMESPAN%3D2011-01-01_2024-12-31%255EFREQ%3DA%255ECOLLECTION%3DA,
